name,value
FBtr0330367.1,Alh
FBtr0334675.1,Alh
FBtr0300494.1,Alh
FBtr0334676.1,Alh
FBtr0300495.1,Alh
FBtr0334674.1,Alh
FBtr0081613.1,Alh
FBtr0334672.1,Alh
FBtr0081614.1,Alh
FBtr0081612.1,Alh
FBtr0334677.1,Alh
FBtr0334673.1,Alh
FBtr0113200.1,Alh
FBtr0346977.1,CR45906
FBtr0346967.1,Mlp84B
FBtr0081617.1,Mlp84B
FBtr0081616.1,Mlp84B
FBtr0081563.1,CG10098
FBtr0081611.1,CG10068
FBtr0304140.1,CR42875
FBtr0304141.1,CR42875
FBtr0081564.1,CG31248
FBtr0334669.1,CG31248
FBtr0081565.1,tRNA:CR31494
FBtr0081610.1,tRNA:CR31491
FBtr0303649.1,CG31493
FBtr0081566.1,CG31493
FBtr0081567.1,Fer1
FBtr0334670.1,Fer1
FBtr0303196.1,CR42738
FBtr0343094.1,CR42738
FBtr0303197.1,CG14610
FBtr0081568.1,CG2656
FBtr0091512.1,gfzf
FBtr0114531.1,gfzf
FBtr0334671.1,gfzf
FBtr0081569.1,Sas-4
FBtr0081606.1,MAGE
FBtr0346980.1,CR45909
FBtr0334884.1,sas
FBtr0334885.1,sas
FBtr0081570.1,sas
FBtr0081571.1,sas
FBtr0081605.1,CG10055
FBtr0334886.1,lap
FBtr0302184.1,lap
FBtr0305153.1,lap
FBtr0334887.1,lap
FBtr0334888.1,lap
FBtr0302183.1,lap
FBtr0081572.1,lap
FBtr0305155.1,lap
FBtr0305154.1,lap
FBtr0081573.1,CG14609
FBtr0346144.1,CG14609
FBtr0081604.1,CG1288
FBtr0334889.1,CG1288
FBtr0081603.1,CG14606
FBtr0332538.1,CG14606
FBtr0081601.1,CG14605
FBtr0332536.1,CG14605
FBtr0332537.1,CG14605
FBtr0303219.1,CG14608
FBtr0303218.1,CG14607
FBtr0081599.1,CG1234
FBtr0339734.1,CG10053
FBtr0081576.1,CG10053
FBtr0339736.1,CG1227
FBtr0081598.1,CG1227
FBtr0081577.1,CG10050
FBtr0081597.1,Obp84a
FBtr0300016.1,Obp84a
FBtr0081596.1,Gld
FBtr0344485.1,CR44338
FBtr0081578.1,Syt4
FBtr0081579.1,CG10032
FBtr0300518.1,rn
FBtr0299639.1,rn
FBtr0299637.1,rn
FBtr0330140.1,rn
FBtr0339733.1,CR44333
FBtr0081580.1,RacGAP84C
FBtr0081581.1,RacGAP84C
FBtr0301214.1,CG42544
FBtr0339732.1,CR44334
FBtr0339731.1,CG10029
FBtr0081591.1,CG10029
FBtr0339728.1,CG44335
FBtr0339730.1,CR44336
FBtr0339729.1,CR44337
FBtr0081582.1,CG31496
FBtr0081583.1,nxf4
FBtr0306818.1,CG43290
FBtr0081590.1,CG17944
FBtr0081588.1,Mst84Dd
FBtr0112841.1,Mst84Dc
FBtr0081587.1,Mst84Dc
FBtr0081586.1,Mst84Db
FBtr0081584.1,Mst84Da
FBtr0081585.1,MstProx
FBtr0346216.1,CR45560
FBtr0302394.1,CG42650
FBtr0336955.1,Ir84a
FBtr0081532.1,CG31544
FBtr0100078.1,CG34023
FBtr0301649.1,wa-cup
FBtr0081534.1,CG14598
FBtr0081535.1,tRNA:V3b:84Db
FBtr0309711.1,mir-4950
FBtr0309712.1,mir-4950
FBtr0309713.1,mir-4950
FBtr0081536.1,tRNA:V3b:84Da
FBtr0343904.1,CR44934
FBtr0081561.1,tRNA:V3b:84Dc
FBtr0081559.1,CG1142
FBtr0081560.1,scaRNA:MeU5-C46
FBtr0091929.1,snRNA:7SK
FBtr0081558.1,tRNA:V3b:84Dd
FBtr0305910.1,alpha-Est10
FBtr0289953.1,alpha-Est10
FBtr0305911.1,alpha-Est10
FBtr0302437.1,CG42656
FBtr0302355.1,alpha-Est9
FBtr0302354.1,alpha-Est9
FBtr0081554.1,CG1287
FBtr0081553.1,alpha-Est8
FBtr0081552.1,Ubc84D
FBtr0081550.1,alpha-Est7
FBtr0081549.1,alpha-Est6
FBtr0090038.1,alpha-Est4aPsi
FBtr0307276.1,Rtnl2
FBtr0307275.1,Rtnl2
FBtr0081538.1,alphaTub84D
FBtr0307274.1,alpha-Est5
FBtr0081547.1,alpha-Est5
FBtr0081546.1,alpha-Est4
FBtr0339708.1,alpha-Est3
FBtr0310527.1,alpha-Est3
FBtr0081545.1,alpha-Est3
FBtr0300496.1,alpha-Est3
FBtr0310421.1,alpha-Est2
FBtr0081540.1,alpha-Est2
FBtr0081544.1,alpha-Est1
FBtr0346199.1,CG45545
FBtr0333927.1,CG34127
FBtr0301072.1,CG34127
FBtr0339727.1,CR44332
FBtr0305969.1,Nlg1
FBtr0081541.1,Nlg1
FBtr0339178.1,CR44260
FBtr0081738.1,CG2616
FBtr0339179.1,CG2616
FBtr0310579.1,CG43254
FBtr0306323.1,CG43254
FBtr0343905.1,CR44935
FBtr0081780.1,pyd3
FBtr0081739.1,CG10919
FBtr0081740.1,Sp7
FBtr0339180.1,Sp7
FBtr0339181.1,Sp7
FBtr0081779.1,CG11286
FBtr0306042.1,CG11286
FBtr0273255.1,CG18747
FBtr0081777.1,CG18745
FBtr0113344.1,CG18748
FBtr0113345.1,CG18748
FBtr0081775.1,CG18746
FBtr0081744.1,CG10086
FBtr0081745.1,CG2641
FBtr0114516.1,CG18744
FBtr0344624.1,CG3014
FBtr0081773.1,CG3014
FBtr0081772.1,CG18268
FBtr0331691.1,CG2993
FBtr0331692.1,CG2993
FBtr0081771.1,CG2993
FBtr0081747.1,sgll
FBtr0081748.1,sgll
FBtr0081749.1,CG31473
FBtr0304919.1,CG34384
FBtr0344342.1,CG34384
FBtr0304920.1,CG34384
FBtr0112625.1,CG34384
FBtr0304918.1,CG34384
FBtr0302036.1,CG34384
FBtr0113202.1,CG17816
FBtr0333829.1,CG17816
FBtr0081770.1,CG17816
FBtr0300827.1,CG17816
FBtr0113203.1,CG17816
FBtr0333827.1,CG17816
FBtr0333828.1,CG17816
FBtr0300826.1,CG17816
FBtr0081752.1,CG10092
FBtr0333826.1,CG10092
FBtr0081766.1,mRpS9
FBtr0081755.1,wtrw
FBtr0081754.1,wtrw
FBtr0081753.1,wtrw
FBtr0339709.1,wtrw
FBtr0339714.1,CG2943
FBtr0339713.1,CG2943
FBtr0081765.1,CG2943
FBtr0339715.1,CG2943
FBtr0081756.1,Taf7
FBtr0114520.1,Taf7
FBtr0304705.1,Prat
FBtr0081764.1,Prat
FBtr0081763.1,CG2846
FBtr0339712.1,CG2846
FBtr0304703.1,CG2678
FBtr0081757.1,CG2678
FBtr0304704.1,CG10445
FBtr0339711.1,CG10445
FBtr0300685.1,CG10445
FBtr0081758.1,lds
FBtr0309754.1,scaRNA:MeU2-C41
FBtr0081759.1,dsx
FBtr0330074.1,dsx
FBtr0330073.1,dsx
FBtr0339710.1,dsx
FBtr0081761.1,dsx
FBtr0081760.1,dsx
FBtr0331342.1,CD98hc
FBtr0332157.1,CD98hc
FBtr0081824.1,CD98hc
FBtr0331344.1,CD98hc
FBtr0300320.1,Os-C
FBtr0331341.1,Os-C
FBtr0300321.1,Os-C
FBtr0300322.1,Sfp84E
FBtr0081823.1,CG2781
FBtr0335224.1,CG14463
FBtr0081783.1,CG14463
FBtr0301216.1,Kmn2
FBtr0310464.1,Kmn2
FBtr0335228.1,CG2698
FBtr0335226.1,CG2698
FBtr0335225.1,CG2698
FBtr0335227.1,CG2698
FBtr0308075.1,CG2698
FBtr0308076.1,CG2698
FBtr0081784.1,CG2698
FBtr0081822.1,CG2767
FBtr0335231.1,CG11052
FBtr0308077.1,CG11052
FBtr0081821.1,CG11052
FBtr0308078.1,CG11052
FBtr0081785.1,CG3223
FBtr0081820.1,CG10435
FBtr0081786.1,Pbp95
FBtr0300917.1,CG2747
FBtr0335229.1,CG2747
FBtr0335230.1,CG2747
FBtr0081817.1,CG2747
FBtr0300916.1,CG2747
FBtr0081818.1,CG2747
FBtr0310412.1,ImpE3
FBtr0310411.1,CG10903
FBtr0081787.1,CG10903
FBtr0081816.1,CG11035
FBtr0081788.1,unc-45
FBtr0343906.1,CR44936
FBtr0304644.1,CG43060
FBtr0304643.1,CG43060
FBtr0309894.1,CG43618
FBtr0304645.1,CG43061
FBtr0081789.1,mAChR-B
FBtr0344726.1,mAChR-B
FBtr0114328.1,snoRNA:Me18S-G423
FBtr0081790.1,CG7910
FBtr0339720.1,CG7910
FBtr0339721.1,CR44330
FBtr0113204.1,CG7900
FBtr0081792.1,puc
FBtr0339722.1,puc
FBtr0345278.1,CR44331
FBtr0339726.1,CR44331
FBtr0113205.1,CG7878
FBtr0339725.1,CG9667
FBtr0081815.1,CG9667
FBtr0339723.1,Gie
FBtr0339724.1,Gie
FBtr0081794.1,Gie
FBtr0081814.1,tRNA:N5:84F
FBtr0081813.1,tRNA:R2:84Fe
FBtr0081812.1,tRNA:R2:84Fd
FBtr0081811.1,tRNA:R2:84Fc
FBtr0081810.1,tRNA:R2:84Fb
FBtr0081809.1,tRNA:R2:84Fa
FBtr0330188.1,grn
FBtr0081808.1,grn
FBtr0300040.1,grn
FBtr0306836.1,CR43302
FBtr0306837.1,CR43302
FBtr0306835.1,CR43303
FBtr0091780.1,CheA84a
FBtr0081795.1,CG7800
FBtr0302178.1,CG18249
FBtr0300896.1,CG18249
FBtr0346205.1,CR45551
FBtr0346203.1,CR45550
FBtr0346204.1,CR45549
FBtr0081797.1,DNApol-iota
FBtr0081798.1,DNApol-iota
FBtr0339606.1,DNApol-iota
FBtr0334315.1,Ada2b
FBtr0100368.1,Ada2b
FBtr0081807.1,Ada2b
FBtr0081806.1,CG9636
FBtr0306301.1,CG9636
FBtr0345323.1,CG18749
FBtr0100545.1,CG18749
FBtr0091720.1,CG33722
FBtr0339607.1,CG33722
FBtr0345322.1,CG33722
FBtr0091719.1,CG33722
FBtr0300372.1,CG15864
FBtr0344714.1,mtg
FBtr0344713.1,mtg
FBtr0310081.1,mtg
FBtr0310080.1,mtg
FBtr0300631.1,CR18228
FBtr0310082.1,CR18228
FBtr0081867.1,RpA-70
FBtr0081827.1,Mcm2
FBtr0081866.1,CG9630
FBtr0081828.1,ato
FBtr0339609.1,CR44318
FBtr0339608.1,CR44318
FBtr0081829.1,CG11671
FBtr0332542.1,CG11672
FBtr0081865.1,CG11672
FBtr0306804.1,CG31464
FBtr0081831.1,CG31463
FBtr0081864.1,CG9626
FBtr0332541.1,CG9626
FBtr0306805.1,CG9626
FBtr0306806.1,CG9626
FBtr0081832.1,mRpL1
FBtr0081863.1,nac
FBtr0081862.1,Sgt1
FBtr0081861.1,tex
FBtr0309672.1,mir-4918
FBtr0309673.1,mir-4918
FBtr0081860.1,CG11693
FBtr0306794.1,CG11693
FBtr0081859.1,CG11694
FBtr0081833.1,CG11698
FBtr0081834.1,eIF4AIII
FBtr0081858.1,Coq2
FBtr0345243.1,CR45215
FBtr0345244.1,CR45215
FBtr0081835.1,Ctr1B
FBtr0111026.1,Poxm
FBtr0081836.1,Or85a
FBtr0344289.1,CG7443
FBtr0081837.1,CG7443
FBtr0081855.1,CG9603
FBtr0305680.1,CG9603
FBtr0081838.1,Arl2
FBtr0081854.1,CG9601
FBtr0081839.1,CG18193
FBtr0081840.1,DppIII
FBtr0081841.1,DppIII
FBtr0302314.1,CG7352
FBtr0081842.1,CG7352
FBtr0081843.1,Atg13
FBtr0306260.1,stck
FBtr0081844.1,stck
FBtr0081845.1,stck
FBtr0081846.1,stck
FBtr0081853.1,CG9684
FBtr0301759.1,CG7963
FBtr0345458.1,CG45263
FBtr0346728.1,CG45263
FBtr0345459.1,CG45263
FBtr0345457.1,CG45263
FBtr0346729.1,CG45263
FBtr0345460.1,CG45263
FBtr0081849.1,Obp85a
FBtr0081900.1,Or85b
FBtr0081899.1,Or85c
FBtr0081869.1,CG11737
FBtr0310047.1,CG11737
FBtr0310048.1,CG11737
FBtr0081870.1,CG31454
FBtr0344341.1,CG31259
FBtr0081871.1,CG31259
FBtr0112769.1,CG11741
FBtr0339331.1,CG11741
FBtr0346259.1,CR45575
FBtr0346260.1,CR45574
FBtr0081872.1,Or85d
FBtr0339330.1,pch2
FBtr0081898.1,pch2
FBtr0081897.1,mRpS18A
FBtr0339327.1,CG31460
FBtr0081873.1,CG31460
FBtr0339329.1,CR44291
FBtr0339328.1,Cenp-C
FBtr0089973.1,Cenp-C
FBtr0330144.1,5-HT2B
FBtr0303603.1,5-HT2B
FBtr0339322.1,5-HT2B
FBtr0310300.1,Or85e
FBtr0081895.1,tRNA:Y1:85Ae
FBtr0081894.1,tRNA:Y1:85Ad
FBtr0344337.1,Cyp313b1
FBtr0081893.1,Cyp313b1
FBtr0334320.1,Mkk4
FBtr0081892.1,Mkk4
FBtr0300443.1,Mkk4
FBtr0081878.1,CG8021
FBtr0300442.1,Dhod
FBtr0081890.1,Dhod
FBtr0334317.1,CG11753
FBtr0310655.1,CG11753
FBtr0081879.1,CG11753
FBtr0300441.1,CG42489
FBtr0304002.1,CG42489
FBtr0310656.1,CG42489
FBtr0334319.1,bel
FBtr0081888.1,bel
FBtr0081887.1,p
FBtr0334318.1,CG8032
FBtr0081880.1,CG8032
FBtr0081881.1,CG8036
FBtr0081882.1,CG8036
FBtr0081883.1,CG8036
FBtr0081886.1,tRNA:Y1:85Ac
FBtr0081885.1,tRNA:Y1:85Ab
FBtr0081884.1,tRNA:Y1:85Aa
FBtr0081901.1,mRpL19
FBtr0081953.1,CG9773
FBtr0081902.1,CG8043
FBtr0337072.1,CG11755
FBtr0081903.1,CG11755
FBtr0307515.1,CG33325
FBtr0343907.1,CR44937
FBtr0337075.1,CG44227
FBtr0081951.1,hb
FBtr0081950.1,hb
FBtr0337074.1,Cks85A
FBtr0081949.1,Cks85A
FBtr0305339.1,Cks85A
FBtr0305337.1,CG8112
FBtr0343149.1,CG8112
FBtr0305338.1,CG8112
FBtr0081905.1,CG8116
FBtr0300543.1,CG8116
FBtr0300544.1,CG8116
FBtr0081907.1,CG11760
FBtr0081910.1,CG8136
FBtr0300545.1,CG8136
FBtr0081908.1,CG8136
FBtr0081909.1,CG8136
FBtr0346112.1,CG8145
FBtr0337073.1,CG8145
FBtr0081911.1,CG8145
FBtr0081912.1,CG11762
FBtr0301194.1,CG8159
FBtr0081948.1,ranshi
FBtr0081947.1,M1BP
FBtr0081914.1,CG8202
FBtr0081945.1,CG9801
FBtr0081944.1,CG9801
FBtr0081946.1,CG9801
FBtr0308889.1,CG8223
FBtr0081915.1,CG8223
FBtr0110905.1,CG34135
FBtr0308891.1,CG34135
FBtr0330121.1,CG34135
FBtr0308890.1,CG11768
FBtr0302489.1,CG11768
FBtr0081943.1,CG11768
FBtr0337076.1,CR44228
FBtr0081916.1,CG8236
FBtr0081942.1,CG13318
FBtr0112497.1,CG34301
FBtr0091717.1,Pif1B
FBtr0332504.1,Pif1B
FBtr0332503.1,Pif1B
FBtr0091716.1,Pif1B
FBtr0332501.1,Pif1A
FBtr0332500.1,Pif1A
FBtr0301876.1,Pif1A
FBtr0332502.1,Pif1A
FBtr0081941.1,CG33191
FBtr0081940.1,CG33189
FBtr0081917.1,Ir85a
FBtr0081918.1,Tcp-1eta
FBtr0081934.1,CG9839
FBtr0334332.1,CG9839
FBtr0081919.1,hng2
FBtr0334331.1,CG9837
FBtr0309098.1,CG9837
FBtr0309099.1,CG9837
FBtr0334659.1,CG9821
FBtr0334660.1,CG9821
FBtr0081931.1,CG9821
FBtr0081932.1,CG9821
FBtr0344598.1,CR43130
FBtr0344597.1,CR43130
FBtr0081920.1,CG8369
FBtr0305188.1,CG8369
FBtr0305187.1,CG8369
FBtr0081930.1,CG9836
FBtr0081922.1,CG8379
FBtr0081921.1,CG8379
FBtr0305295.1,pyd
FBtr0310205.1,pyd
FBtr0305297.1,pyd
FBtr0305296.1,pyd
FBtr0305298.1,pyd
FBtr0305299.1,pyd
FBtr0305301.1,pyd
FBtr0305304.1,pyd
FBtr0305294.1,pyd
FBtr0305303.1,pyd
FBtr0305302.1,pyd
FBtr0081923.1,tRNA:R:85Ca
FBtr0091521.1,tRNA:R:85Cb
FBtr0334330.1,CR44020
FBtr0081956.1,osk
FBtr0081954.1,osk
FBtr0334328.1,skap
FBtr0081957.1,skap
FBtr0301787.1,skap
FBtr0113206.1,skap
FBtr0301786.1,skap
FBtr0334327.1,skap
FBtr0082015.1,CG11964
FBtr0334329.1,CG11966
FBtr0082014.1,CG11966
FBtr0340014.1,CAHbeta
FBtr0081958.1,CAHbeta
FBtr0082013.1,RagA-B
FBtr0346139.1,CG11970
FBtr0081959.1,CG11970
FBtr0082012.1,E(var)3-9
FBtr0336753.1,CG11975
FBtr0081960.1,CG11975
FBtr0082011.1,CG31100
FBtr0336756.1,CG31100
FBtr0300742.1,CG11977
FBtr0081962.1,CG11980
FBtr0081963.1,CG11980
FBtr0081964.1,CG11980
FBtr0082010.1,Prosbeta3
FBtr0081965.1,CG11982
FBtr0081966.1,CG11983
FBtr0336754.1,CG11983
FBtr0300747.1,CG11984
FBtr0300748.1,CG11984
FBtr0300745.1,CG11984
FBtr0300744.1,CG11984
FBtr0300743.1,CG11984
FBtr0300746.1,CG11984
FBtr0082006.1,CG11985
FBtr0081967.1,CG11986
FBtr0082005.1,tgo
FBtr0336755.1,tgo
FBtr0082002.1,neur
FBtr0082001.1,neur
FBtr0082004.1,neur
FBtr0082003.1,neur
FBtr0300414.1,neur
FBtr0309817.1,CR31429
FBtr0309819.1,CR31429
FBtr0309818.1,CR31429
FBtr0300415.1,hyx
FBtr0081968.1,hyx
FBtr0081997.1,Nmdmc
FBtr0081996.1,Nmdmc
FBtr0336761.1,Nmdmc
FBtr0089338.1,Rel
FBtr0089339.1,Rel
FBtr0089340.1,Rel
FBtr0089341.1,Rel
FBtr0336757.1,Mst85C
FBtr0081969.1,Mst85C
FBtr0336758.1,Kdm2
FBtr0300691.1,Kdm2
FBtr0336759.1,Kdm2
FBtr0336760.1,Kdm2
FBtr0081995.1,beag
FBtr0081971.1,Ada
FBtr0333668.1,pum
FBtr0333667.1,pum
FBtr0081993.1,pum
FBtr0081994.1,pum
FBtr0305197.1,pum
FBtr0081991.1,pum
FBtr0081992.1,pum
FBtr0081990.1,pum
FBtr0081972.1,CG11997
FBtr0345157.1,CR45196
FBtr0301524.1,D1
FBtr0081987.1,D1
FBtr0081988.1,D1
FBtr0081986.1,ird1
FBtr0333666.1,ird1
FBtr0301246.1,ird1
FBtr0333190.1,CG8420
FBtr0081973.1,CG8420
FBtr0081974.1,St2
FBtr0346096.1,St2
FBtr0303309.1,CR16735
FBtr0302133.1,CG16734
FBtr0081985.1,CG16736
FBtr0081984.1,Ibf2
FBtr0081977.1,Ibf1
FBtr0339168.1,Ibf1
FBtr0081978.1,VhaM8.9
FBtr0081982.1,sage
FBtr0346321.1,sage
FBtr0081981.1,Aats-trp
FBtr0081979.1,Vps16A
FBtr0301210.1,CG8861
FBtr0300335.1,CG8861
FBtr0082016.1,HP1e
FBtr0082058.1,CG12951
FBtr0082057.1,CG16749
FBtr0082055.1,CG8866
FBtr0082056.1,CG8866
FBtr0082017.1,CG8121
FBtr0082018.1,CG8121
FBtr0082019.1,CG8121
FBtr0306833.1,CR43301
FBtr0306834.1,CR43301
FBtr0344364.1,CG45050
FBtr0344365.1,CG45050
FBtr0344368.1,CG45050
FBtr0344363.1,CG45050
FBtr0344367.1,CG45050
FBtr0344366.1,CG45050
FBtr0344369.1,CG45050
FBtr0344370.1,CG45050
FBtr0114329.1,snoRNA:Me18S-G1358a
FBtr0114330.1,snoRNA:Me18S-G1358b
FBtr0344371.1,CG43675
FBtr0310402.1,CG43675
FBtr0344372.1,CG43675
FBtr0082025.1,CG18473
FBtr0082026.1,CG8129
FBtr0082027.1,CG8129
FBtr0333296.1,FER
FBtr0082052.1,FER
FBtr0082051.1,FER
FBtr0082054.1,FER
FBtr0082053.1,FER
FBtr0333295.1,FER
FBtr0082028.1,Or85f
FBtr0110817.1,CG34117
FBtr0082049.1,RpL34b
FBtr0082050.1,RpL34b
FBtr0339176.1,RpL34b
FBtr0339177.1,RpL34b
FBtr0082029.1,CG8132
FBtr0082048.1,CG9356
FBtr0082047.1,CG9356
FBtr0082030.1,CG8135
FBtr0300646.1,CG42511
FBtr0339175.1,CG44261
FBtr0082046.1,betaTub85D
FBtr0082045.1,Task7
FBtr0334302.1,alpha-Man-II
FBtr0082031.1,alpha-Man-II
FBtr0302692.1,ps
FBtr0302695.1,ps
FBtr0302693.1,ps
FBtr0111027.1,ps
FBtr0111029.1,ps
FBtr0302694.1,ps
FBtr0111032.1,ps
FBtr0111028.1,ps
FBtr0334304.1,ps
FBtr0344284.1,ps
FBtr0082037.1,ps
FBtr0334303.1,ps
FBtr0111031.1,ps
FBtr0082038.1,ps
FBtr0302691.1,ps
FBtr0344283.1,ps
FBtr0111030.1,ps
FBtr0082039.1,ps
FBtr0082044.1,GstZ1
FBtr0082041.1,GstZ2
FBtr0082043.1,GstZ2
FBtr0082042.1,GstZ2
FBtr0331349.1,CG16779
FBtr0346097.1,CG16779
FBtr0331351.1,CG16779
FBtr0331350.1,CG16779
FBtr0082125.1,CG16779
FBtr0345304.1,CR45203
FBtr0082060.1,CG8147
FBtr0305340.1,RhoL
FBtr0082124.1,RhoL
FBtr0082061.1,CG8149
FBtr0082123.1,rump
FBtr0304684.1,rump
FBtr0082122.1,Ras85D
FBtr0082062.1,Rlb1
FBtr0082121.1,mRpL47
FBtr0082063.1,JHDM2
FBtr0345178.1,JHDM2
FBtr0334650.1,CG8176
FBtr0334651.1,CG8176
FBtr0334652.1,CG8176
FBtr0113207.1,CG8176
FBtr0082065.1,CG8176
FBtr0304188.1,mir-2283
FBtr0304189.1,mir-2283
FBtr0082119.1,by
FBtr0301093.1,by
FBtr0302382.1,by
FBtr0082116.1,mura
FBtr0082117.1,mura
FBtr0082118.1,mura
FBtr0301176.1,CR42549
FBtr0301250.1,CR42549
FBtr0301249.1,CR42549
FBtr0301248.1,CR42549
FBtr0082066.1,RnpS1
FBtr0082115.1,CG9386
FBtr0082067.1,CG8199
FBtr0082114.1,AP-1mu
FBtr0334654.1,MBD-like
FBtr0082069.1,MBD-like
FBtr0082068.1,MBD-like
FBtr0332808.1,CG9393
FBtr0082113.1,CG9393
FBtr0082070.1,Vps45
FBtr0082071.1,CG16789
FBtr0332806.1,CG16789
FBtr0082112.1,CG16790
FBtr0332807.1,CG16790
FBtr0082111.1,CG9396
FBtr0334657.1,CG9399
FBtr0082110.1,CG9399
FBtr0082109.1,CG9399
FBtr0334656.1,CG9399
FBtr0082108.1,Kap-alpha3
FBtr0082107.1,Kap-alpha3
FBtr0301189.1,Kap-alpha3
FBtr0082106.1,Kap-alpha3
FBtr0082072.1,CG8273
FBtr0334655.1,CG8273
FBtr0082073.1,CG8301
FBtr0091633.1,CG33654
FBtr0082074.1,P58IPK
FBtr0100537.1,bocksbeutel
FBtr0082105.1,bocksbeutel
FBtr0082075.1,CG8312
FBtr0334616.1,CG8312
FBtr0334617.1,CG8312
FBtr0082076.1,CG8312
FBtr0334619.1,CG9427
FBtr0082104.1,CG9427
FBtr0082077.1,CG8319
FBtr0334618.1,Crc
FBtr0082103.1,Crc
FBtr0082078.1,SpdS
FBtr0082079.1,SpdS
FBtr0306007.1,SpdS
FBtr0344395.1,CR45053
FBtr0344394.1,CR45053
FBtr0082102.1,Scm
FBtr0306008.1,Scm
FBtr0082080.1,Dh44
FBtr0344343.1,Dh44
FBtr0082101.1,Fst
FBtr0309029.1,CG9492
FBtr0309028.1,CG9492
FBtr0344344.1,CG9492
FBtr0309027.1,CG9492
FBtr0309077.1,CG43441
FBtr0082081.1,CG8358
FBtr0308353.1,CG16817
FBtr0082082.1,CG16817
FBtr0082083.1,nmdyn-D7
FBtr0333194.1,CG9444
FBtr0082099.1,CG9444
FBtr0082098.1,eca
FBtr0082084.1,CG18542
FBtr0082097.1,Unc-115b
FBtr0082095.1,Unc-115b
FBtr0303039.1,Unc-115b
FBtr0346713.1,Unc-115b
FBtr0082096.1,Unc-115b
FBtr0082094.1,Unc-115b
FBtr0303038.1,p24-2
FBtr0082093.1,p24-2
FBtr0082085.1,CG32939
FBtr0344275.1,Unc-115a
FBtr0344276.1,Unc-115a
FBtr0339597.1,Unc-115a
FBtr0300564.1,Unc-115a
FBtr0344277.1,Unc-115a
FBtr0082092.1,Unc-115a
FBtr0346714.1,Unc-115a
FBtr0300565.1,Unc-115a
FBtr0082091.1,trbd
FBtr0082086.1,dmt
FBtr0309776.1,scaRNA:PsiU1-6
FBtr0082090.1,hyd
FBtr0339599.1,hyd
FBtr0304869.1,FoxP
FBtr0329937.1,FoxP
FBtr0082087.1,alphaTub85E
FBtr0331695.1,CG12950
FBtr0082170.1,CG12950
FBtr0113210.1,Pnn
FBtr0082126.1,Pnn
FBtr0331694.1,CG34409
FBtr0082127.1,CG31415
FBtr0082167.1,CG12948
FBtr0345176.1,CG12948
FBtr0082128.1,PpD3
FBtr0082129.1,PpD3
FBtr0331693.1,PpD3
FBtr0082166.1,CG16908
FBtr0301536.1,Rpt3R
FBtr0332172.1,Rpt3R
FBtr0082130.1,CG8412
FBtr0082131.1,CG8417
FBtr0082163.1,Snap24
FBtr0082133.1,CG8478
FBtr0301871.1,CG8478
FBtr0332171.1,CG8478
FBtr0301870.1,CG8478
FBtr0301872.1,MED6
FBtr0339719.1,MED6
FBtr0082162.1,MED6
FBtr0082161.1,MED6
FBtr0301873.1,MED6
FBtr0100583.1,CG8481
FBtr0082134.1,CG8481
FBtr0113211.1,CG9471
FBtr0082160.1,CG9471
FBtr0334688.1,Whamy
FBtr0334689.1,Whamy
FBtr0082159.1,Whamy
FBtr0110789.1,Whamy
FBtr0334687.1,Whamy
FBtr0082135.1,topi
FBtr0334681.1,RpS29
FBtr0082136.1,RpS29
FBtr0091602.1,snoRNA:Psi18S-1275
FBtr0304109.1,CR31514
FBtr0113213.1,CG12947
FBtr0334686.1,MtnA
FBtr0082158.1,MtnA
FBtr0082139.1,CG8500
FBtr0113214.1,CG12945
FBtr0334685.1,CG12945
FBtr0082140.1,CG8507
FBtr0082141.1,CG8516
FBtr0082156.1,CG9467
FBtr0334682.1,CG8526
FBtr0082142.1,CG8526
FBtr0334684.1,FBXO11
FBtr0082155.1,FBXO11
FBtr0334683.1,CR44035
FBtr0082143.1,CG8534
FBtr0082144.1,eloF
FBtr0082154.1,CG16904
FBtr0082153.1,CG9459
FBtr0082152.1,CG9458
FBtr0304028.1,CG42857
FBtr0346785.1,CR45790
FBtr0301078.1,CG34302
FBtr0304027.1,CR42858
FBtr0330082.1,Teh1
FBtr0082151.1,Teh1
FBtr0333686.1,Glut4EF
FBtr0333685.1,Glut4EF
FBtr0112576.1,Glut4EF
FBtr0114581.1,Glut4EF
FBtr0114582.1,Glut4EF
FBtr0114583.1,Glut4EF
FBtr0305157.1,Glut4EF
FBtr0112577.1,Glut4EF
FBtr0344328.1,CR45029
FBtr0333687.1,Art4
FBtr0082150.1,Art4
FBtr0082216.1,Gr85a
FBtr0082171.1,Spn85F
FBtr0082215.1,CG5359
FBtr0306611.1,CG5359
FBtr0300257.1,CG5359
FBtr0082208.1,Mical
FBtr0347214.1,Mical
FBtr0082213.1,Mical
FBtr0082212.1,Mical
FBtr0082207.1,Mical
FBtr0347212.1,Mical
FBtr0082209.1,Mical
FBtr0306609.1,Mical
FBtr0347213.1,Mical
FBtr0082210.1,Mical
FBtr0306608.1,Mical
FBtr0347211.1,Mical
FBtr0082206.1,Mical
FBtr0273185.1,Mical
FBtr0344336.1,CG31407
FBtr0082214.1,CG31407
FBtr0082172.1,CG3909
FBtr0082205.1,CG11722
FBtr0082173.1,mtTFB2
FBtr0082204.1,CG12811
FBtr0082174.1,CG3925
FBtr0082203.1,Fancl
